date	GOOG
2004	
2004	53.80504989624023
2004	54.34652709960938
2004	52.09616470336914
2004	52.65751266479492
2004	53.60634231567383
2004	52.73202896118164
2004	50.6754035949707
2004	50.85424041748047
2004	49.80109024047852
2004	50.42702102661133
2004	49.68186569213867
2004	50.46179580688477
2004	50.8194694519043
2004	50.82443618774414
2004	52.32467651367188
2004	53.40266799926758
2004	55.3847770690918
2004	55.63812637329102
2004	56.61676406860352
2004	58.36539077758789
2004	59.29434585571289
2004	58.53925704956055
2004	58.80751419067383
2004	60.01963043212891
2004	59.52782821655273
2004	58.74790191650391
2004	63.02011489868164
2004	65.11647796630859
2004	64.38126373291016
2004	65.86163330078125
2004	67.09362030029297
2004	68.73792266845703
2004	68.09709167480469
2004	68.97637176513672
2004	68.41999053955078
2004	67.19297790527344
2004	68.25605773925781
2004	69.9947509765625
2004	70.54119873046875
2004	71.58937835693359
2004	74.09806060791016
2004	73.49200439453125
2004	69.79107666015625
2004	74.20735168457031
2004	85.65787506103516
2004	93.09451293945313
2004	90.31260681152344
2004	92.38413238525391
2004	96.02544403076172
2004	94.70404052734375
2004	97.38162994384766
2004	96.80537414550781
2004	95.21571350097656
2004	91.75323486328125
2004	84.12783050537109
2004	85.71749114990234
2004	83.804931640625
2004	83.38764190673828
2004	90.91866302490234
2004	90.41195678710938
2004	91.83768463134766
2004	85.7125244140625
2004	85.69264984130859
2004	83.22867584228516
2004	84.15266418457031
2004	82.01656341552734
2004	83.21874237060547
2004	86.81535339355469
2004	89.11538696289063
2004	89.94002532958984
2004	90.40202331542969
2004	89.39855194091797
2004	89.120361328125
2004	89.61712646484375
2004	87.57540893554688
2004	85.16110992431641
2004	84.4407958984375
2004	86.15464782714844
2004	85.27040100097656
2004	84.67427825927734
2004	88.76765441894531
2004	89.30912780761719
2004	87.66482543945313
2004	89.45816040039063
2004	91.91220092773438
2004	91.28130340576172
2004	92.54806518554688
2004	93.3428955078125
2004	95.33493804931641
2004	95.75719451904297
2004	95.82673645019531
2004	98.16155242919922
2004	95.7720947265625
2005	100.7000427246094
2005	96.62156677246094
2005	96.12976837158203
2005	93.66579437255859
2005	96.29866790771484
2005	96.89975738525391
2005	96.14466857910156
2005	97.05872344970703
2005	97.03388977050781
2005	99.33889770507813
2005	101.2911987304688
2005	98.01251983642578
2005	96.33344268798828
2005	93.53166961669922
2005	89.77609252929688
2005	87.98772430419922
2005	94.00856781005859
2005	93.43231201171875
2005	94.55500793457031
2005	97.17794799804688
2005	95.32997131347656
2005	102.3145446777344
2005	104.7487106323242
2005	101.5197143554688
2005	97.38162994384766
2005	98.67819213867188
2005	95.17100524902344
2005	93.38263702392578
2005	93.09451293945313
2005	95.87145233154297
2005	96.98421478271484
2005	98.56393432617188
2005	98.31058502197266
2005	98.33542633056641
2005	95.06668090820313
2005	96.34835052490234
2005	93.83469390869141
2005	92.33444976806641
2005	93.38760375976563
2005	92.42884063720703
2005	91.99168395996094
2005	92.90077209472656
2005	92.34935760498047
2005	93.79495239257813
2005	92.00161743164063
2005	90.08905792236328
2005	89.40848541259766
2005	88.32553100585938
2005	86.92960357666016
2005	88.72791290283203
2005	87.23263549804688
2005	89.06571197509766
2005	89.43829345703125
2005	89.85557556152344
2005	88.72294616699219
2005	88.91171264648438
2005	89.04584503173828
2005	90.12383270263672
2005	89.20481109619141
2005	89.6419677734375
2005	89.67176818847656
2005	89.43829345703125
2005	92.04632568359375
2005	93.67572784423828
2005	93.99862670898438
2005	96.25395965576172
2005	95.40448760986328
2005	95.99067687988281
2005	96.35331726074219
2005	95.84164428710938
2005	95.10642242431641
2005	91.90226745605469
2005	92.88089752197266
2005	95.08158874511719
2005	98.40993499755859
2005	101.4501647949219
2005	107.2077178955078
2005	111.0427703857422
2005	108.6682205200195
2005	109.1798934936523
2005	109.0159530639648
2005	109.289176940918
2005	110.4267807006836
2005	112.3641815185547
2005	113.51171875
2005	112.7566299438477
2005	113.2732696533203
2005	112.2797317504883
2005	113.1639785766602
2005	114.8976974487305
2005	113.6210021972656
2005	113.8793258666992
2005	114.7784729003906
2005	115.8117523193359
2005	118.8072738647461
2005	118.8172073364258
2005	120.0243606567383
2005	126.8996429443359
2005	127.1728668212891
2005	129.5623168945313
2005	128.7625274658203
2005	132.1405487060547
2005	137.7391357421875
2005	143.0694732666016
2005	143.0197906494141
2005	139.2244720458984
2005	144.5299682617188
2005	145.6129302978516
2005	138.8767395019531
2005	142.2299346923828
2005	140.3372344970703
2005	140.4614410400391
2005	138.2756500244141
2005	136.5121154785156
2005	137.8235931396484
2005	139.2443542480469
2005	142.4236755371094
2005	142.989990234375
2005	143.7152709960938
2005	143.9189453125
2005	147.6645812988281
2005	151.0674591064453
2005	150.0242309570313
2005	145.4142150878906
2005	146.1246032714844
2005	144.6839752197266
2005	146.8995666503906
2005	144.8180999755859
2005	146.8151092529297
2005	147.1578826904297
2005	145.7271881103516
2005	144.9472503662109
2005	148.4643859863281
2005	149.4728240966797
2005	149.6218566894531
2005	148.8021850585938
2005	153.9487152099609
2005	154.9919281005859
2005	155.9556579589844
2005	150.2229461669922
2005	146.9691009521484
2005	147.0883331298828
2005	147.505615234375
2005	145.8016967773438
2005	142.9502410888672
2005	144.8628082275391
2005	148.6283111572266
2005	147.6894226074219
2005	147.9030303955078
2005	145.2304229736328
2005	144.6839752197266
2005	144.8429412841797
2005	141.9169616699219
2005	141.1072387695313
2005	143.9239196777344
2005	141.0823974609375
2005	141.9020690917969
2005	141.6288452148438
2005	139.0903472900391
2005	139.0953216552734
2005	136.1196746826172
2005	138.8866729736328
2005	140.3720092773438
2005	140.3819580078125
2005	140.8737487792969
2005	143.2930145263672
2005	142.7068328857422
2005	142.075927734375
2005	142.2001190185547
2005	143.2930145263672
2005	142.6273498535156
2005	146.4822692871094
2005	146.7406005859375
2005	148.5786437988281
2005	153.8692321777344
2005	154.8329620361328
2005	150.5210113525391
2005	150.3322296142578
2005	149.1300506591797
2005	150.9134521484375
2005	152.9601440429688
2005	154.9422454833984
2005	154.678955078125
2005	156.6610717773438
2005	156.1245574951172
2005	155.9556579589844
2005	152.0113067626953
2005	153.8096160888672
2005	157.20751953125
2005	158.3103485107422
2005	154.4951629638672
2005	154.3510894775391
2005	155.364501953125
2005	155.4837341308594
2005	154.3212890625
2005	152.0609893798828
2005	149.5125579833984
2005	147.7589721679688
2005	147.1131744384766
2005	151.5145416259766
2005	150.6600952148438
2005	153.3525848388672
2005	150.620361328125
2005	168.8517761230469
2005	173.1985168457031
2005	172.3341369628906
2005	176.5715789794922
2005	175.3892669677734
2005	177.9277496337891
2005	184.8676147460938
2005	188.4642181396484
2005	188.6132507324219
2005	191.7279968261719
2005	193.9535217285156
2005	196.2386627197266
2005	193.6902313232422
2005	188.3499603271484
2005	194.2863616943359
2005	193.9386138916016
2005	197.202392578125
2005	195.130859375
2005	197.78857421875
2005	200.4214477539063
2005	198.8119201660156
2005	203.3573608398438
2005	206.8893890380859
2005	210.0637359619141
2005	212.9251251220703
2005	210.3717346191406
2005	200.4661560058594
2005	201.146728515625
2005	205.7070770263672
2005	207.5004119873047
2005	201.6136932373047
2005	200.9629364013672
2005	200.8039703369141
2005	203.9981842041016
2005	203.2778778076172
2005	204.9718627929688
2005	207.3960876464844
2005	208.1263427734375
2005	209.9097442626953
2005	213.6851806640625
2005	210.9281158447266
2005	213.4815063476563
2005	211.7875213623047
2005	214.6240844726563
2005	214.0726623535156
2005	210.9479827880859
2005	211.9663696289063
2005	208.7174987792969
2005	206.0895843505859
2006	216.2087707519531
2006	221.1814270019531
2006	224.1620483398438
2006	231.3254547119141
2006	231.9414520263672
2006	233.3621978759766
2006	234.2911682128906
2006	230.3170166015625
2006	231.6185455322266
2006	232.0457611083984
2006	221.0174865722656
2006	216.8148345947266
2006	198.4393463134766
2006	212.3687438964844
2006	220.0835723876953
2006	215.1009826660156
2006	215.7318725585938
2006	215.3443908691406
2006	212.0309448242188
2006	214.9320678710938
2006	199.5918426513672
2006	196.7403869628906
2006	189.5422058105469
2006	191.3057403564453
2006	182.7712554931641
2006	183.3475036621094
2006	178.2258148193359
2006	180.1334075927734
2006	171.7330474853516
2006	170.5507354736328
2006	170.0837707519531
2006	182.0459594726563
2006	183.1835632324219
2006	182.1105499267578
2006	181.5641021728516
2006	187.8134613037109
2006	187.4806213378906
2006	193.9286804199219
2006	180.1383666992188
2006	181.2213287353516
2006	187.0086822509766
2006	187.8681030273438
2006	182.8606719970703
2006	181.0474548339844
2006	175.7966156005859
2006	170.3917694091797
