date	adjclose_F	time	F
10jul1990	3.203449964523315	132	-.022858677
11jul1990	3.184934377670288	133	-.0057966579
12jul1990	3.259001493453979	134	.022989172
13jul1990	3.277519941329956	135	.0056661628
16jul1990	3.231226921081543	136	-.014225104
17jul1990	3.231226921081543	137	0
18jul1990	3.221968650817871	138	-.0028693618
19jul1990	3.277519941329956	139	.017094467
20jul1990	3.203449964523315	140	-.022858677
23jul1990	3.175674200057983	141	-.0087083867
24jul1990	3.138640880584717	142	-.011730091
25jul1990	3.129381656646729	143	-.0029544344
26jul1990	3.101606130599976	144	-.008915347
27jul1990	3.129890441894531	145	.0090779178
30jul1990	3.139317035675049	146	.0030072704
31jul1990	3.129890441894531	147	-.0030072704
01aug1990	3.101608037948608	148	-.0090773022
02aug1990	3.007334470748901	149	-.030866571
03aug1990	3.007334470748901	150	0
06aug1990	2.894205093383789	151	-.038343634
07aug1990	2.865922689437866	152	-.00982014
08aug1990	2.8753502368927	153	.0032841344
09aug1990	2.884778499603271	154	.0032736321
10aug1990	2.847069025039673	155	-.013158068
13aug1990	2.828214645385742	156	-.0066444078
14aug1990	2.847069025039673	157	.0066444078
15aug1990	2.8753502368927	158	.0098844357
16aug1990	2.790505170822144	159	-.029951844
17aug1990	2.733939409255981	160	-.020479068
20aug1990	2.715086460113525	161	-.006919778
21aug1990	2.639666795730591	162	-.028171103
22aug1990	2.583102226257324	163	-.021661606
23aug1990	2.498255729675293	164	-.033398308
24aug1990	2.592529773712158	165	.037041366
27aug1990	2.677375316619873	166	.03220281
28aug1990	2.705658912658691	167	.010508518
29aug1990	2.705658912658691	168	0
30aug1990	2.620812177658081	169	-.031861212
31aug1990	2.630239248275757	170	.0035905498
04sep1990	2.620812177658081	171	-.0035905498
05sep1990	2.611384630203247	172	-.003603671
06sep1990	2.583102226257324	173	-.0108895
07sep1990	2.649093389511108	174	.025226375
10sep1990	2.630239248275757	175	-.0071426532
11sep1990	2.649093389511108	176	.0071426532
12sep1990	2.677375316619873	177	.01061949
13sep1990	2.620812177658081	178	-.021352693
14sep1990	2.611384630203247	179	-.003603671
17sep1990	2.620812177658081	180	.003603671
18sep1990	2.65852165222168	181	.014285937
19sep1990	2.620812177658081	182	-.014285937
20sep1990	2.545392036437988	183	-.029199582
21sep1990	2.554819822311401	184	.0036970216
24sep1990	2.479401350021362	185	-.029964563
25sep1990	2.498255729675293	186	.0075756405
26sep1990	2.441691637039185	187	-.022901688
27sep1990	2.394554138183594	188	-.019494044
28sep1990	2.328563213348389	189	-.027945619
01oct1990	2.356845140457153	190	.012072489
02oct1990	2.432264089584351	191	.03149863
03oct1990	2.432264089584351	192	0
04oct1990	2.41340970993042	193	-.0077819829
05oct1990	2.460546731948853	194	.019343009
08oct1990	2.469973087310791	195	.0038236808
09oct1990	2.337989568710327	196	-.054915853
10oct1990	2.262572050094604	197	-.03278916
11oct1990	2.253143310546875	198	-.0041759731
12oct1990	2.319135427474976	199	.028868187
15oct1990	2.394554138183594	200	.032002594
16oct1990	2.328563213348389	201	-.027945619
17oct1990	2.309708595275879	202	-.0081300633
18oct1990	2.309708595275879	203	0
19oct1990	2.366272449493408	204	.024194544
22oct1990	2.41340970993042	205	.019724654
23oct1990	2.394554138183594	206	-.0078435149
24oct1990	2.41340970993042	207	.0078435149
25oct1990	2.394554138183594	208	-.0078435149
26oct1990	2.298001050949097	209	-.041157413
29oct1990	2.288345098495483	210	-.004210745
30oct1990	2.133857488632202	211	-.069897525
31oct1990	2.143514394760132	212	.0045153531
01nov1990	2.114546537399292	213	-.013606336
02nov1990	2.075924873352051	214	-.01843361
05nov1990	2.104892015457153	215	.013857391
06nov1990	2.124202728271484	216	.0091323787
07nov1990	2.066269874572754	217	-.027651556
08nov1990	2.046958446502686	218	-.0093899816
09nov1990	2.114546537399292	219	.032485381
12nov1990	2.201445817947388	220	.04027395
13nov1990	2.191790342330933	221	-.0043956167
14nov1990	2.278689861297607	222	.038881939
15nov1990	2.182135343551636	223	-.043296743
16nov1990	2.153170108795166	224	-.013362687
19nov1990	2.133857488632202	225	-.0090098558
20nov1990	2.085580825805664	226	-.02288398
21nov1990	2.075924873352051	227	-.0046406137
23nov1990	2.075924873352051	228	0
26nov1990	2.133857488632202	229	.027524592
27nov1990	2.085580825805664	230	-.02288398
28nov1990	2.085580825805664	231	0
29nov1990	2.085580825805664	232	0
30nov1990	2.114546537399292	233	.013792996
03dec1990	2.114546537399292	234	0
04dec1990	2.143514394760132	235	.013606336
05dec1990	2.124202728271484	236	-.0090501774
06dec1990	2.133857488632202	237	.0045348238
07dec1990	2.133857488632202	238	0
10dec1990	2.153170108795166	239	.0090098558
11dec1990	2.133857488632202	240	-.0090098558
12dec1990	2.104892015457153	241	-.013667203
13dec1990	1.989025712013245	242	-.056619238
14dec1990	1.950404047966003	243	-.019608371
17dec1990	1.979370474815369	244	.014742297
18dec1990	1.989025712013245	245	.0048660748
19dec1990	1.979370474815369	246	-.0048660748
20dec1990	1.969715476036072	247	-.0048897481
21dec1990	2.037303686141968	248	.033738106
24dec1990	2.037303686141968	249	0
26dec1990	2.056613445281982	250	.0094334604
27dec1990	2.066269874572754	251	.0046843174
28dec1990	2.066269874572754	252	0
31dec1990	2.056613445281982	253	-.0046843174
02jan1991	2.027648448944092	254	-.01418395
03jan1991	2.008337497711182	255	-.0095694577
04jan1991	2.046958446502686	256	.019047743
07jan1991	1.969715476036072	257	-.038465902
08jan1991	1.969715476036072	258	0
09jan1991	1.94074821472168	259	-.014815528
10jan1991	1.979370474815369	260	.019705275
11jan1991	1.969715476036072	261	-.0048897481
14jan1991	1.950404047966003	262	-.0098525491
15jan1991	1.979370474815369	263	.014742297
16jan1991	1.9986811876297	264	.0097087044
17jan1991	2.046958446502686	265	.023867451
18jan1991	2.075924873352051	266	.01405177
21jan1991	2.046958446502686	267	-.01405177
22jan1991	2.056613445281982	268	.0047056647
23jan1991	2.124202728271484	269	.032335874
24jan1991	2.124202966690063	270	1.1223909e-07
25jan1991	2.084500074386597	271	-.018867603
28jan1991	2.084500074386597	272	0
29jan1991	2.124202966690063	273	.018867603
30jan1991	2.21353816986084	274	.04119556
31jan1991	2.223465204238892	275	.0044746646
01feb1991	2.263170957565308	276	.017700026
04feb1991	2.352505683898926	277	.0387141
05feb1991	2.332654237747192	278	-.0084742317
06feb1991	2.362431764602661	279	.012684721
07feb1991	2.372358798980713	280	.0041932366
08feb1991	2.461693525314331	281	.036964804
11feb1991	2.58080792427063	282	.047252961
12feb1991	2.471619844436646	283	-.043228757
13feb1991	2.44184136390686	284	-.012121331
14feb1991	2.421988725662231	285	-.0081634223
15feb1991	2.491472244262695	286	.028284809
19feb1991	2.431915998458862	287	-.024194375
20feb1991	2.362431764602661	288	-.028987925
21feb1991	2.352505683898926	289	-.0042104889
22feb1991	2.34257960319519	290	-.004228292
25feb1991	2.38228440284729	291	.016807145
26feb1991	2.34257960319519	292	-.016807145
27feb1991	2.421988725662231	293	.033336274
28feb1991	2.590734481811523	294	.067352429
01mar1991	2.640365600585938	295	.018975973
04mar1991	2.630438804626465	296	-.0037667146
05mar1991	2.699922561645508	297	.026072413
06mar1991	2.709849834442139	298	.0036701299
07mar1991	2.709849834442139	299	0
08mar1991	2.699922561645508	300	-.0036701299
11mar1991	2.680070400238037	301	-.0073800287
12mar1991	2.680070400238037	302	0
13mar1991	2.709849834442139	303	.011050159
14mar1991	2.719775438308716	304	.0036560958
15mar1991	2.739627361297607	305	.0072725941
18mar1991	2.759479761123657	306	.007220258
19mar1991	2.670143604278564	307	-.032909915
20mar1991	2.610587120056152	308	-.02255711
21mar1991	2.551029920578003	309	-.023077978
22mar1991	2.60066032409668	310	.019268215
25mar1991	2.60066032409668	311	0
26mar1991	2.660217761993408	312	.022642601
27mar1991	2.620512962341309	313	-.015037899
28mar1991	2.570881843566895	314	-.019121116
01apr1991	2.52125072479248	315	-.019493872
02apr1991	2.570881843566895	316	.019493872
03apr1991	2.551029920578003	317	-.007751802
04apr1991	2.511325597763062	318	-.015686428
05apr1991	2.461693525314331	319	-.019961203
08apr1991	2.471619844436646	320	.0040242053
09apr1991	2.511325597763062	321	.015936997
10apr1991	2.531176805496216	322	.0078735948
11apr1991	2.531176805496216	323	0
12apr1991	2.501398324966431	324	-.01183443
15apr1991	2.511325597763062	325	.0039608348
16apr1991	2.551029920578003	326	.015686428
17apr1991	2.58080792427063	327	.011605331
18apr1991	2.680070400238037	328	.037740566
19apr1991	2.699922561645508	329	.0073800287
22apr1991	2.590734481811523	330	-.041281674
23apr1991	2.620512962341309	331	.011428666
24apr1991	2.640365600585938	332	.0075473068
25apr1991	2.60066032409668	333	-.015152009
26apr1991	2.622767448425293	334	.0084646549
29apr1991	2.56247353553772	335	-.023257021
30apr1991	2.612720012664795	336	.019418811
01may1991	2.693111658096313	337	.030305447
02may1991	2.693111658096313	338	0
03may1991	2.753404378890991	339	.022140827
06may1991	2.683062553405762	340	-.025879215
07may1991	2.632816791534424	341	-.018904589
08may1991	2.612720012664795	342	-.0076624672
09may1991	2.652915716171265	343	.015267476
10may1991	2.622767448425293	344	-.011429267
13may1991	2.612720012664795	345	-.0038382092
14may1991	2.552426338195801	346	-.023347417
15may1991	2.56247353553772	347	.003928605
16may1991	2.582571744918823	348	.0078126863
17may1991	2.572523593902588	349	-.0038983426
20may1991	2.56247353553772	350	-.0039143437
21may1991	2.602671146392822	351	.015565265
22may1991	2.632816791534424	352	.011516015
23may1991	2.632816791534424	353	0
24may1991	2.683062553405762	354	.018904589
28may1991	2.783550977706909	355	.036768556
29may1991	2.884040594100952	356	.035464853
30may1991	2.884040594100952	357	0
31may1991	2.964430809020996	358	.027492749
03jun1991	2.94433331489563	359	-.0068026311
04jun1991	2.92423677444458	360	-.0068488978
05jun1991	2.873991012573242	361	-.017331854
06jun1991	2.884040594100952	362	.0034906345
07jun1991	2.823746919631958	363	-.021127596
10jun1991	2.753404378890991	364	-.025226597
11jun1991	2.873991012573242	365	.042863559
12jun1991	2.833796262741089	366	-.014084412
13jun1991	2.823746919631958	367	-.0035525504
14jun1991	2.964430809020996	368	.048620347
17jun1991	2.94433331489563	369	-.0068026311
18jun1991	2.974480628967285	370	.010187033
19jun1991	2.94433331489563	371	-.010187033
20jun1991	2.954382181167603	372	.0034071405
21jun1991	3.034774303436279	373	.026847504
24jun1991	2.94433331489563	374	-.030254643
25jun1991	2.94433331489563	375	0
26jun1991	2.92423677444458	376	-.0068488978
27jun1991	2.964430809020996	377	.013651529
28jun1991	2.894088268280029	378	-.024014916
01jul1991	2.94433331489563	379	.017212285
02jul1991	2.954382181167603	380	.0034071405
03jul1991	2.884040594100952	381	-.024097258
05jul1991	2.863942623138428	382	-.00699308
08jul1991	2.894088268280029	383	.010470913
09jul1991	2.813697814941406	384	-.028170561
10jul1991	2.823746919631958	385	.0035651312
11jul1991	2.813697814941406	386	-.0035651312
12jul1991	2.863942623138428	387	.017699648
15jul1991	2.783550977706909	388	-.028471772
16jul1991	2.813697814941406	389	.010772124
17jul1991	2.803649663925171	390	-.0035775467
18jul1991	2.803649663925171	391	0
19jul1991	2.783550977706909	392	-.0071945773
22jul1991	2.76345419883728	393	-.007246024
23jul1991	2.74335503578186	394	-.0072997818
24jul1991	2.71320915222168	395	-.011049514
25jul1991	2.753404378890991	396	.014705978
26jul1991	2.71320915222168	397	-.014705978
29jul1991	2.67456316947937	398	-.014346058
30jul1991	2.725412607192993	399	.018833766
31jul1991	2.725412607192993	400	0
01aug1991	2.67456316947937	401	-.018833766
02aug1991	2.644056081771851	402	-.011471933
05aug1991	2.603377819061279	403	-.01550437
06aug1991	2.654224634170532	404	.01934281
07aug1991	2.644056081771851	405	-.0038384395
08aug1991	2.603377819061279	406	-.01550437
09aug1991	2.522022485733032	407	-.031748611
12aug1991	2.532191753387451	408	.00402408
13aug1991	2.583039283752441	409	.019881489
14aug1991	2.583039283752441	410	0
15aug1991	2.542362451553345	411	-.015872974
16aug1991	2.511852264404297	412	-.012073313
19aug1991	2.430497169494629	413	-.032924604
20aug1991	2.410158634185791	414	-.008403264
21aug1991	2.542362451553345	415	.05340118
22aug1991	2.450837373733521	416	-.036663998
23aug1991	2.603377819061279	417	.060380012
26aug1991	2.562700033187866	418	-.015748359
27aug1991	2.522022485733032	419	-.01600025
28aug1991	2.552531003952026	420	.012024264
29aug1991	2.572869539260864	421	.0079364106
30aug1991	2.532191753387451	422	-.015936594
03sep1991	2.522022485733032	423	-.00402408
04sep1991	2.461005926132202	424	-.024490975
05sep1991	2.471174716949463	425	.0041234521
06sep1991	2.461005926132202	426	-.0041234521
09sep1991	2.481345653533936	427	.0082308361
10sep1991	2.461005926132202	428	-.0082308361
11sep1991	2.481345653533936	429	.0082308361
12sep1991	2.481345653533936	430	0
13sep1991	2.440666913986206	431	-.016529689
16sep1991	2.430497169494629	432	-.0041754944
17sep1991	2.430497169494629	433	0
18sep1991	2.430497169494629	434	0
19sep1991	2.461005926132202	435	.012474347
20sep1991	2.399989128112793	436	-.025105972
23sep1991	2.379650115966797	437	-.0085107405
24sep1991	2.399989128112793	438	.0085107405
25sep1991	2.389819860458374	439	-.0042462163
26sep1991	2.461005926132202	440	.029352188
27sep1991	2.450837373733521	441	-.0041404283
30sep1991	2.440666913986206	442	-.0041584242
01oct1991	2.430497169494629	443	-.0041754944
02oct1991	2.410158634185791	444	-.008403264
03oct1991	2.440666913986206	445	.012578758
04oct1991	2.522022485733032	446	.032789826
07oct1991	2.522022485733032	447	0
08oct1991	2.491514682769775	448	-.012170321
09oct1991	2.430497169494629	449	-.024795
10oct1991	2.461005926132202	450	.012474347
11oct1991	2.440666913986206	451	-.0082988525
14oct1991	2.430497169494629	452	-.0041754944
15oct1991	2.399989128112793	453	-.012631626
16oct1991	2.379650115966797	454	-.0085107405
17oct1991	2.379650115966797	455	0
18oct1991	2.379650115966797	456	0
21oct1991	2.359311580657959	457	-.0085835932
22oct1991	2.328802585601807	458	-.013015649
23oct1991	2.237278461456299	459	-.04009407
24oct1991	2.186429977416992	460	-.022990089
25oct1991	2.257618427276611	461	.032040399
28oct1991	2.249361038208008	462	-.0036642714
29oct1991	2.239043474197388	463	-.0045974385
30oct1991	2.249361038208008	464	.0045974385
31oct1991	2.239043474197388	465	-.0045974385
01nov1991	2.249361038208008	466	.0045974385
04nov1991	2.208089351654053	467	-.018518599
05nov1991	2.166817426681519	468	-.018868128
06nov1991	2.187454700469971	469	.0094791632
07nov1991	2.177135229110718	470	-.0047287331
08nov1991	2.156498908996582	471	-.0095238667
11nov1991	2.073954105377197	472	-.039029051
12nov1991	2.12554407119751	473	.024570823
13nov1991	2.104908466339111	474	-.009755821
14nov1991	2.12554407119751	475	.009755821
15nov1991	2.073954105377197	476	-.024570823
18nov1991	2.094589710235596	477	.0099007105
19nov1991	2.073954105377197	478	-.0099007105
20nov1991	2.012044668197632	479	-.030305529
21nov1991	2.063634872436523	480	.025317477
22nov1991	2.032680511474609	481	-.015113558
25nov1991	2.001725912094116	482	-.015345607
26nov1991	1.99140727519989	483	-.0051682023
27nov1991	1.98108983039856	484	-.0051944498
29nov1991	1.98108983039856	485	0
02dec1991	2.012044668197632	486	.015504341
03dec1991	2.032680511474609	487	.010203918
04dec1991	1.98108983039856	488	-.025708258
05dec1991	1.960453987121582	489	-.01047104
06dec1991	1.98108983039856	490	.01047104
09dec1991	1.960453987121582	491	-.01047104
10dec1991	1.99140727519989	492	.01566549
11dec1991	1.99140727519989	493	0
12dec1991	2.063634872436523	494	.035627365
13dec1991	2.094589710235596	495	.014888762
16dec1991	2.032680511474609	496	-.03000232
17dec1991	2.042998790740967	497	.0050633531
18dec1991	2.053317070007324	498	.0050378446
19dec1991	2.012044668197632	499	-.020305116
20dec1991	2.084272146224976	500	.035268251
23dec1991	2.300954580307007	501	.098904371
24dec1991	2.321589946746826	502	.0089282012
26dec1991	2.342226266860962	503	.0088496003
27dec1991	2.290635585784912	504	-.022272546
30dec1991	2.331907272338867	505	.017857177
31dec1991	2.321589946746826	506	-.0044342317
02jan1992	2.404135227203369	507	.034937993
03jan1992	2.507316112518311	508	.042022638
06jan1992	2.548589468002319	509	.016327154
07jan1992	2.517635822296143	510	-.012219761
08jan1992	2.507316112518311	511	-.0041073924
09jan1992	2.517635822296143	512	.0041073924
10jan1992	2.476361274719238	513	-.016530041
13jan1992	2.548589468002319	514	.028749801
14jan1992	2.600181102752686	515	.020041041
15jan1992	2.641452312469482	516	.015747787
16jan1992	2.723998308181763	517	.030771883
17jan1992	2.723998308181763	518	0
20jan1992	2.703362703323364	519	-.0076043233
21jan1992	2.641452312469482	520	-.02316756
22jan1992	2.620816469192505	521	-.0078429859
23jan1992	2.610498905181885	522	-.0039445441
24jan1992	2.662088871002197	523	.019569751
27jan1992	2.737312793731689	524	.027865602
28jan1992	2.747759342193604	525	.0038090879
29jan1992	2.611940145492554	526	-.050692499
30jan1992	2.549252986907959	527	-.024292925
31jan1992	2.549252986907959	528	0
03feb1992	2.737312793731689	529	.071176335
04feb1992	2.78955078125	530	.018903866
05feb1992	2.800000190734863	531	.0037389128
06feb1992	2.841792106628418	532	.014815391
07feb1992	2.779105186462402	533	-.022305876
10feb1992	2.841792106628418	534	.022305876
11feb1992	2.88358211517334	535	.014598435
12feb1992	2.894030809402466	536	.0036169628
13feb1992	2.946268320083618	537	.01788912
14feb1992	3.102984666824341	538	.05182505
18feb1992	3.082088947296143	539	-.0067568473
19feb1992	3.186567544937134	540	.033336736
20feb1992	3.228358507156372	541	.013029473
21feb1992	3.134326457977295	542	-.029559501
24feb1992	3.082088947296143	543	-.016806709
25feb1992	2.97761082649231	544	-.034486353
26feb1992	3.050745964050293	545	.024264896
27feb1992	2.988058805465698	546	-.020762192
28feb1992	3.071641683578491	547	.027588222
02mar1992	3.102984666824341	548	.010152275
03mar1992	3.123880624771118	549	.0067115747
04mar1992	3.092536926269531	550	-.010084253
05mar1992	3.040297746658325	551	-.017036311
06mar1992	2.998507499694824	552	-.013840789
09mar1992	3.050745964050293	553	.017271474
10mar1992	3.06119441986084	554	.003419034
11mar1992	3.050745964050293	555	-.003419034
12mar1992	3.071641683578491	556	.0068260301
13mar1992	3.06119441986084	557	-.0034069959
16mar1992	3.165669918060303	558	.033559524
17mar1992	3.197015523910522	559	.0098530278
18mar1992	3.259700775146484	560	.019417679
19mar1992	3.353729248046875	561	.028437531
20mar1992	3.364178657531738	562	.0031109143
23mar1992	3.34328293800354	563	-.0062306095
24mar1992	3.259700775146484	564	-.025317835
25mar1992	3.259700775146484	565	0
26mar1992	3.31193995475769	566	.015898703
27mar1992	3.197015523910522	567	-.035316382
30mar1992	3.238805770874023	568	.012986947
31mar1992	3.207461595535278	569	-.0097248284
01apr1992	3.270148992538452	570	.019355703
02apr1992	3.301493406295776	571	.0095393658
03apr1992	3.322386741638184	572	.006308509
06apr1992	3.34328293800354	573	.0062698172
07apr1992	3.280596733093262	574	-.018927904
08apr1992	3.249251842498779	575	-.0096005695
09apr1992	3.238805770874023	576	-.0032200948
10apr1992	3.34328293800354	577	.031748567
13apr1992	3.374626159667969	578	.0093313111
14apr1992	3.426867008209229	579	.015361885
15apr1992	3.416416645050049	580	-.0030541979
16apr1992	3.500000238418579	581	.024170799
20apr1992	3.594030141830444	582	.026511138
21apr1992	3.594030141830444	583	0
22apr1992	3.573132991790771	584	-.0058313753
23apr1992	3.688058853149414	585	.031657465
24apr1992	3.61492395401001	586	-.020029444
27apr1992	3.659214496612549	587	.012177687
28apr1992	3.701396703720093	588	.01146173
29apr1992	3.85957407951355	589	.041846599
30apr1992	3.82793927192688	590	-.0082302261
01may1992	3.733031988143921	591	-.02510584
04may1992	3.785756587982178	592	.014024989
05may1992	3.785756587982178	593	0
06may1992	3.838484525680542	594	.013831876
07may1992	3.81739354133606	595	-.005509763
08may1992	3.796302318572998	596	-.0055403518
11may1992	3.74357795715332	597	-.013985692
12may1992	3.74357795715332	598	0
13may1992	3.754122972488403	599	.0028128682
14may1992	3.648669004440308	600	-.028492251
15may1992	3.606489181518555	601	-.011627671
18may1992	3.690850019454956	602	.023122016
19may1992	3.754122972488403	603	.016997905
20may1992	3.733031988143921	604	-.0056339265
21may1992	3.701396703720093	605	-.0085105328
22may1992	3.72248649597168	606	.0056816218
26may1992	3.648669004440308	607	-.020029413
27may1992	3.711941242218018	608	.017192541
28may1992	3.733031988143921	609	.0056657833
29may1992	3.74357795715332	610	.0028210583
01jun1992	3.912299394607544	611	.044083454
02jun1992	3.891211748123169	612	-.0054046693
03jun1992	3.943937540054321	613	.013458988
04jun1992	4.059935092926025	614	.028987387
05jun1992	4.049389839172363	615	-.0026007737
08jun1992	4.017757415771484	616	-.0078423228
09jun1992	3.965027093887329	617	-.013211202
10jun1992	3.986118078231812	618	.0053051561
11jun1992	3.922848463058472	619	-.015999805
12jun1992	3.965027093887329	620	.01069465
15jun1992	3.943937540054321	621	-.0053330883
16jun1992	4.017757415771484	622	.01854429
17jun1992	3.838484525680542	623	-.045646258
18jun1992	3.838484525680542	624	0
19jun1992	3.880665302276611	625	.010928974
22jun1992	3.85957407951355	626	-.0054497733
23jun1992	3.870120286941528	627	.0027287533
24jun1992	3.901755809783936	628	.0081410706
25jun1992	3.838484525680542	629	-.016349025
26jun1992	3.775213003158569	630	-.016620828
29jun1992	3.85957407951355	631	.02210003
30jun1992	3.870120286941528	632	.0027287533
01jul1992	3.82793927192688	633	-.010958979
02jul1992	3.638126134872437	634	-.050857857
06jul1992	3.553762674331665	635	-.0234618
07jul1992	3.59594202041626	636	.011799043
08jul1992	3.627579689025879	637	.0087596802
09jul1992	3.74357795715332	638	.031476155
10jul1992	3.785756587982178	639	.011203931
13jul1992	3.85957407951355	640	.019311078
14jul1992	3.85957407951355	641	0
15jul1992	3.870120286941528	642	.0027287533
16jul1992	3.849030017852783	643	-.0054644155
17jul1992	3.764667987823486	644	-.022161501
20jul1992	3.81739354133606	645	.013908197
21jul1992	3.711941242218018	646	-.028012885
22jul1992	3.606489181518555	647	-.028820213
23jul1992	3.711941242218018	648	.028820213
24jul1992	3.711941242218018	649	0
27jul1992	3.745995044708252	650	.0091322958
28jul1992	3.894983291625977	651	.039002109
29jul1992	3.767279624938965	652	-.033336233
