date	DJIA_returns
02jan1979	
03jan1979	.0073305769
04jan1979	.010647913
05jan1979	.0055405404
08jan1979	
09jan1979	.0039648614
10jan1979	-.0078485757
11jan1979	.0037749989
12jan1979	.0098899957
15jan1979	
16jan1979	-.015532304
17jan1979	-.0016648979
18jan1979	.0059043788
19jan1979	-.0019682636
22jan1979	
23jan1979	.0098731611
24jan1979	-.00051971048
25jan1979	.0096765012
26jan1979	.0059613045
29jan1979	
30jan1979	-.0046733594
31jan1979	-.014855457
01feb1979	.0019642103
02feb1979	-.0074485457
05feb1979	
06feb1979	-.0013723397
07feb1979	-.0083472729
08feb1979	.0034987135
09feb1979	.0040948023
12feb1979	
13feb1979	.0064892466
14feb1979	-.00051806658
15feb1979	-.00083189458
16feb1979	-.0025119474
20feb1979	
21feb1979	0
22feb1979	-.0071913106
23feb1979	-.0064049349
26feb1979	
27feb1979	-.017345589
28feb1979	.0022527361
01mar1979	.0086418856
02mar1979	-.00011035475
05mar1979	
06mar1979	-.00094316399
07mar1979	.00928431
08mar1979	.01257803
09mar1979	-.0023582147
12mar1979	
13mar1979	.0026601893
14mar1979	-.0018436424
15mar1979	.0019499346
16mar1979	.0068241837
19mar1979	
20mar1979	-.008525175
21mar1979	.0087233651
22mar1979	.0041301316
23mar1979	-.0018128339
26mar1979	
27mar1979	.019164264
28mar1979	-.005881642
29mar1979	.00060013105
30mar1979	-.0053096246
02apr1979	
03apr1979	.015178023
04apr1979	.0016914397
05apr1979	.0089275949
06apr1979	-.0021787314
09apr1979	
10apr1979	.0057291887
11apr1979	-.0080094449
12apr1979	-.0013890658
16apr1979	
17apr1979	-.0029330198
18apr1979	.0027238135
19apr1979	-.0058524925
20apr1979	.0020207344
23apr1979	
24apr1979	.0078288373
25apr1979	.00069195608
26apr1979	-.0075098001
27apr1979	-.0050418493
30apr1979	
01may1979	.00071326218
02may1979	0
03may1979	.0024283673
04may1979	-.011788151
07may1979	
08may1979	.001762301
09may1979	.0044576805
10may1979	-.01163405
11may1979	.001976541
14may1979	
15may1979	.0010418383
16may1979	.0031431825
17may1979	.017314985
18may1979	-.0012345705
21may1979	
22may1979	.0034838316
23may1979	-.0094725126
24may1979	.00031037544
25may1979	-.0016487379
29may1979	
30may1979	-.012558275
31may1979	.00020680447
01jun1979	-.001362906
04jun1979	
05jun1979	.011420126
06jun1979	.0049914587
07jun1979	.0017578445
08jun1979	-.0021768138
11jun1979	
12jun1979	.0091629354
13jun1979	-.003697864
14jun1979	.00020189129
15jun1979	.001138987
18jun1979	
19jun1979	0
20jun1979	.00051213079
21jun1979	.0045263697
22jun1979	.0064510554
25jun1979	
26jun1979	-.0078364015
27jun1979	.003408513
28jun1979	.0029936093
29jun1979	-.0012581426
02jul1979	
03jul1979	.0018447784
05jul1979	
06jul1979	.01237891
09jul1979	
10jul1979	-.0031115115
11jul1979	-.0076497146
12jul1979	-.0083298115
13jul1979	-.0039870455
16jul1979	
17jul1979	-.0076951496
18jul1979	.000096576012
19jul1979	-.0015460415
20jul1979	.00093032926
23jul1979	
24jul1979	.0051592519
25jul1979	.01165776
26jul1979	.00029774843
27jul1979	0
30jul1979	
31jul1979	.0091149164
01aug1979	.0046206308
02aug1979	-.0028146149
03aug1979	-.002113251
06aug1979	
07aug1979	.013182436
08aug1979	.0038654879
09aug1979	-.0056464989
10aug1979	.010177755
13aug1979	
14aug1979	.0016552937
15aug1979	.010360087
16aug1979	-.0020340921
17aug1979	-.00076948368
20aug1979	
21aug1979	-.00057545968
22aug1979	-.00019187054
23aug1979	-.0061827395
24aug1979	-.00020446975
27aug1979	
28aug1979	-.00086998509
29aug1979	.00029387273
30aug1979	-.0013570195
31aug1979	.0044373428
04sep1979	
05sep1979	-.0074536856
06sep1979	.0013729875
07sep1979	.0078440076
10sep1979	
11sep1979	-.0082103107
12sep1979	.0013673397
13sep1979	-.00019526988
14sep1979	.0095667113
17sep1979	
18sep1979	-.0081574209
19sep1979	.002627658
20sep1979	.01947929
21sep1979	.00027969995
24sep1979	
25sep1979	.00038370426
26sep1979	.00019179693
27sep1979	.0012515958
28sep1979	-.010056487
01oct1979	
02oct1979	.014070875
03oct1979	-.00019202009
04oct1979	.005576639
05oct1979	.0084018707
08oct1979	
09oct1979	-.030376125
10oct1979	-.0096901236
11oct1979	-.0055492218
12oct1979	-.0066880407
15oct1979	
16oct1979	-.0018547477
17oct1979	.0014455155
18oct1979	-.0007224966
19oct1979	-.018774875
22oct1979	
23oct1979	-.0028465919
24oct1979	.0018944752
25oct1979	.0001237449
26oct1979	.0010384307
29oct1979	
30oct1979	.018610833
31oct1979	-.0098932628
01nov1979	.0054284199
02nov1979	-.0014642512
05nov1979	
06nov1979	-.0075968327
07nov1979	-.012238556
08nov1979	.0011792189
09nov1979	.011059336
12nov1979	
13nov1979	-.009596562
14nov1979	.0030294703
15nov1979	.0058368659
16nov1979	-.0068783429
19nov1979	
20nov1979	-.0074485862
21nov1979	-.0022268267
23nov1979	
26nov1979	
27nov1979	-.003505412
28nov1979	.0055666612
29nov1979	.0015400896
30nov1979	-.011353815
03dec1979	
04dec1979	.0064334446
05dec1979	.0042339116
06dec1979	.0080073941
07dec1979	-.0022538521
10dec1979	
11dec1979	-.000203869
12dec1979	.0023601379
13dec1979	.00050251704
14dec1979	.007934059
17dec1979	
18dec1979	-.0070933308
19dec1979	.0003099129
20dec1979	.0052668317
21dec1979	-.0052668317
24dec1979	
26dec1979	
27dec1979	.0023357349
28dec1979	-.0014175052
31dec1979	
02jan1980	
03jan1980	-.0051797326
04jan1980	.010344851
07jan1980	
08jan1980	.023413679
09jan1980	-.0019038613
10jan1980	.010380123
11jan1980	-.00050072221
14jan1980	
15jan1980	.0058077239
16jan1980	-.0039335531
17jan1980	-.0018741706
18jan1980	.0041370322
21jan1980	
22jan1980	-.0075561544
23jan1980	.013017927
24jan1980	.0027197753
25jan1980	-.0043734643
28jan1980	
29jan1980	-.004677943
30jan1980	.0085520148
31jan1980	-.006895164
01feb1980	.0064074751
04feb1980	
05feb1980	.0017468287
06feb1980	.0059257154
07feb1980	.0041418402
08feb1980	.011497853
11feb1980	
12feb1980	.010500053
13feb1980	.0053916178
14feb1980	-.01120389
15feb1980	-.009883469
19feb1980	
20feb1980	.012298174
21feb1980	-.020896481
22feb1980	.00028780458
25feb1980	
26feb1980	.0051506469
27feb1980	-.010620275
28feb1980	-.00079551782
29feb1980	.010130634
03mar1980	
04mar1980	.0024900264
05mar1980	-.013636333
06mar1980	-.020096911
07mar1980	-.0091106696
10mar1980	
11mar1980	.0091286097
12mar1980	-.0083962539
13mar1980	-.012252294
14mar1980	.0026276098
17mar1980	
18mar1980	.01631202
19mar1980	-.00084863306
20mar1980	-.01491831
21mar1980	-.0049929181
24mar1980	
25mar1980	.0031175415
26mar1980	-.0074643595
27mar1980	-.0028119257
28mar1980	.022984492
31mar1980	
01apr1980	-.0016303825
02apr1980	.0042359419
03apr1980	-.004669406
07apr1980	
08apr1980	.008630651
09apr1980	.013991955
10apr1980	.0070369546
11apr1980	.00010109423
14apr1980	
15apr1980	-.0019640105
16apr1980	-.015579767
17apr1980	-.003103696
18apr1980	-.0071267071
21apr1980	
22apr1980	.039669976
23apr1980	-.00075989566
24apr1980	.0098969834
25apr1980	.0080966549
28apr1980	
29apr1980	.0069654849
30apr1980	.0073334733
01may1980	-.010173252
02may1980	.002630108
05may1980	
06may1980	-.00031857306
07may1980	.0063642235
08may1980	-.0074063521
09may1980	-.01158566
12may1980	
13may1980	.014413756
14may1980	.0033363474
15may1980	.0035441795
16may1980	.0052745957
19may1980	
20may1980	.0019478124
21may1980	-.001743254
22may1980	.014170042
23may1980	.01317622
27may1980	
28may1980	.0029800702
29may1980	-.016489597
30may1980	.0054209968
02jun1980	
03jun1980	-.0042338348
04jun1980	.016747463
05jun1980	.00079219992
06jun1980	.0032786618
09jun1980	
10jun1980	.0038500475
11jun1980	.010030685
12jun1980	-.00010316432
13jun1980	.0042996667
16jun1980	
17jun1980	.0017530329
18jun1980	.0029979395
19jun1980	-.012562792
20jun1980	-.0013673397
23jun1980	
24jun1980	.0039860373
25jun1980	.011604571
26jun1980	-.0046188552
27jun1980	-.0018353978
30jun1980	
01jul1980	.0049995068
02jul1980	.0042899125
03jul1980	.014607019
07jul1980	
08jul1980	-.00095797016
09jul1980	-.00008910639
10jul1980	-.012730208
11jul1980	.0058636921
14jul1980	
15jul1980	-.0044380925
16jul1980	.0032115825
17jul1980	.011717352
18jul1980	.0096570831
21jul1980	
22jul1980	-.0014763119
23jul1980	.0013794313
24jul1980	-.0026635537
25jul1980	-.0086975479
28jul1980	
29jul1980	.0069777281
30jul1980	.0045715431
31jul1980	-.00091903331
01aug1980	-.0041140267
04aug1980	
05aug1980	-.0013756888
06aug1980	.0090470705
07aug1980	.013455871
08aug1980	.0039357115
11aug1980	
12aug1980	-.012199666
13aug1980	-.003323521
14aug1980	.014018018
15aug1980	.0042397408
18aug1980	
19aug1980	-.0092985816
20aug1980	.0057926513
21aug1980	.010229871
22aug1980	.0033033064
25aug1980	
26aug1980	-.0029534462
27aug1980	-.010883257
28aug1980	-.013568637
29aug1980	.0023725803
02sep1980	
03sep1980	.013073402
04sep1980	-.0045741871
05sep1980	-.0083079115
08sep1980	
09sep1980	.0066011408
10sep1980	.0040038279
11sep1980	.0030003611
12sep1980	-.0050909868
15sep1980	
16sep1980	.008781461
17sep1980	.016108053
18sep1980	-.0049850754
19sep1980	.0075616799
22sep1980	
23sep1980	-.01295069
24sep1980	.0028337103
25sep1980	-.0091528744
26sep1980	-.016740274
29sep1980	
30sep1980	.011314048
01oct1980	.0074793068
02oct1980	.0029973635
03oct1980	.0089175012
06oct1980	
07oct1980	-.0052222996
08oct1980	.0034499711
09oct1980	-.0052315244
10oct1980	-.008671876
13oct1980	
14oct1980	.0023932043
15oct1980	.010586037
16oct1980	-.014230167
17oct1980	-.0026738516
20oct1980	
21oct1980	-.0066831461
22oct1980	.00071219832
23oct1980	-.016478509
24oct1980	.0043438487
27oct1980	
28oct1980	.00091189507
29oct1980	-.0036632216
30oct1980	-.012377447
31oct1980	.0073172012
03nov1980	
05nov1980	
06nov1980	-.018797845
07nov1980	-.0032015685
10nov1980	
11nov1980	.010906426
12nov1980	.021897577
13nov1980	.017963346
14nov1980	.0039923382
17nov1980	
18nov1980	.011783166
19nov1980	-.0069483123
20nov1980	.009170373
21nov1980	-.010291021
24nov1980	
25nov1980	.0040072785
26nov1980	.0070981258
28nov1980	
01dec1980	
02dec1980	.0050930092
03dec1980	-.0021883582
04dec1980	-.0018427895
05dec1980	-.014792325
08dec1980	
09dec1980	.00036403976
10dec1980	-.01927362
11dec1980	-.008505756
12dec1980	.0095311981
15dec1980	
16dec1980	.0070941835
17dec1980	.011274926
18dec1980	.0018292491
19dec1980	.0074970899
22dec1980	
23dec1980	-.00053200847
24dec1980	.0049652774
26dec1980	
29dec1980	
30dec1980	.0015083791
31dec1980	.0020352453
02jan1981	
05jan1981	
06jan1981	.012046136
07jan1981	-.023973979
08jan1981	-.015607098
09jan1981	.0030914061
12jan1981	
13jan1981	-.0037955481
14jan1981	.0014185304
15jan1981	.003614885
16jan1981	.0034169494
19jan1981	
20jan1981	-.021138649
21jan1981	-.0046707056
22jan1981	-.0061589512
23jan1981	-.00026586835
26jan1981	
27jan1981	.011205388
28jan1981	-.0073041734
29jan1981	.0066720815
30jan1981	-.0017087118
02feb1981	
03feb1981	.0097458698
04feb1981	.0006371332
05feb1981	.0050616171
06feb1981	.0058344589
09feb1981	
10feb1981	.0015297023
11feb1981	-.0064935447
12feb1981	-.0062690279
13feb1981	-.0053849281
17feb1981	
18feb1981	.0078652743
19feb1981	-.014613695
20feb1981	.0029206916
23feb1981	
24feb1981	.00091998244
25feb1981	.0087346509
26feb1981	.012919093
27feb1981	.0080046365
02mar1981	
03mar1981	-.012314877
04mar1981	.0055949511
05mar1981	-.0070452727
06mar1981	0
09mar1981	
10mar1981	-.0038479543
11mar1981	-.0051537473
12mar1981	.022632014
13mar1981	-.0041000345
16mar1981	
17mar1981	-.010284104
18mar1981	.0015402962
19mar1981	-.0075531304
20mar1981	.0062847873
23mar1981	
24mar1981	-.0080985622
25mar1981	.018982813
26mar1981	-.009361825
27mar1981	-.010977127
30mar1981	
31mar1981	.011733447
01apr1981	.010178451
02apr1981	-.0050713154
03apr1981	-.0018848332
06apr1981	
07apr1981	-.0013587192
08apr1981	.00054369692
09apr1981	.0054210168
10apr1981	.0014406509
13apr1981	
14apr1981	-.0040963381
15apr1981	.012668426
16apr1981	.0038559448
20apr1981	
21apr1981	-.0098918648
22apr1981	.0010730637
23apr1981	.0032221472
24apr1981	.0099280402
27apr1981	
28apr1981	-.0069771237
29apr1981	-.012477575
30apr1981	-.0065632379
01may1981	-.0021671907
04may1981	
05may1981	-.0068356013
06may1981	.00092510402
07may1981	.0051748948
08may1981	-.002036015
11may1981	
12may1981	.0076308674
13may1981	-.00315695
14may1981	.0054718968
15may1981	.013149627
18may1981	
19may1981	-.0058602956
20may1981	-.0032194548
21may1981	-.00027639151
22may1981	-.0049992725
26may1981	
27may1981	.0092863878
28may1981	.0011170283
29may1981	-.0025176248
01jun1981	
02jun1981	-.010556994
03jun1981	.0022557694
04jun1981	-.0030054229
05jun1981	.0071193245
08jun1981	
09jun1981	-.001205994
10jun1981	-.00056328718
11jun1981	.01353139
12jun1981	-.0011321981
15jun1981	
16jun1981	-.0085941944
17jun1981	.0032140897
18jun1981	-.011400349
19jun1981	.0010445009
22jun1981	
23jun1981	.012454767
24jun1981	-.0073081008
25jun1981	-.0025650007
26jun1981	-.0039203367
29jun1981	
30jun1981	-.0078615136
01jul1981	-.0094830664
02jul1981	-.0087915771
06jul1981	
07jul1981	.0050960593
08jul1981	-.00070248841
09jul1981	.0057726461
10jul1981	-.0034784277
13jul1981	
14jul1981	-.0064018494
15jul1981	.0062027369
16jul1981	.0013928942
17jul1981	.0035730081
20jul1981	
21jul1981	-.006485309
22jul1981	-.010542773
23jul1981	.0042089233
24jul1981	.0087707555
27jul1981	
28jul1981	-.0068637342
29jul1981	-.0021312879
30jul1981	.0081911962
31jul1981	.0076208347
03aug1981	
04aug1981	-.00029597964
05aug1981	.0080125155
06aug1981	-.00070290844
07aug1981	-.010942097
10aug1981	
11aug1981	.0059377402
12aug1981	-.0043177097
13aug1981	-.00091031397
14aug1981	-.0078882696
17aug1981	
18aug1981	-.0025714228
19aug1981	.0022584761
20aug1981	.0020594597
21aug1981	-.0084373038
24aug1981	
25aug1981	.0019090894
26aug1981	-.0028538373
27aug1981	-.011384974
28aug1981	.0035254667
31aug1981	
01sep1981	.0014058106
02sep1981	.001720442
03sep1981	-.019666666
04sep1981	-.0061665582
08sep1981	
09sep1981	.0032375508
10sep1981	.0099749099
11sep1981	.011952305
14sep1981	
15sep1981	-.0090462184
16sep1981	-.0079066912
17sep1981	-.013596161
18sep1981	-.0046531982
21sep1981	
22sep1981	-.001016375
23sep1981	-.0056443843
24sep1981	-.0069209235
25sep1981	-.013416715
28sep1981	
29sep1981	.0063060541
30sep1981	.002461869
01oct1981	.0026788593
02oct1981	.0098891873
05oct1981	
06oct1981	-.0042071296
07oct1981	.01444675
08oct1981	.010785221
09oct1981	-.005870495
12oct1981	
13oct1981	-.0044954871
14oct1981	-.01739903
15oct1981	.0065732878
16oct1981	-.0053514661
19oct1981	
20oct1981	.0055915061
21oct1981	-.00099826255
22oct1981	-.0032484108
23oct1981	-.012192849
26oct1981	
27oct1981	.0088897785
28oct1981	-.00091888325
29oct1981	-.00557895
30oct1981	.023258213
02nov1981	
03nov1981	.0021894791
04nov1981	-.0021894791
05nov1981	-.0089343982
06nov1981	-.007782382
09nov1981	
10nov1981	-.001439327
11nov1981	.0036701751
12nov1981	.0039821472
13nov1981	-.0054298886
16nov1981	
17nov1981	.0060641449
18nov1981	-.0071890121
19nov1981	.00079342851
20nov1981	.0096367467
23nov1981	
24nov1981	.021429032
25nov1981	.0090370262
27nov1981	
30nov1981	
01dec1981	.0013938742
02dec1981	-.0085851802
03dec1981	.001403927
04dec1981	.0099520413
07dec1981	
08dec1981	-.0059251282
09dec1981	.007310858
10dec1981	.0042803702
11dec1981	-.0062073804
14dec1981	
15dec1981	.0051161321
16dec1981	-.0082881954
17dec1981	.0020814249
18dec1981	.0059898365
21dec1981	
22dec1981	-.0013064924
23dec1981	-.0026297667
24dec1981	.0042569377
28dec1981	
29dec1981	-.0024042791
30dec1981	.0055703772
31dec1981	.0021738175
04jan1982	
05jan1982	-.019705219
06jan1982	-.0049584978
07jan1982	.00088229601
08jan1982	.0054967129
11jan1982	
12jan1982	-.0032505915
13jan1982	-.01037569
14jan1982	.0039614108
15jan1982	.0062962621
18jan1982	
19jan1982	-.0090571968
20jan1982	-.0017952624
21jan1982	.0028096596
22jan1982	-.0038268401
25jan1982	
26jan1982	-.0014724454
27jan1982	.0013656146
28jan1982	.025298556
29jan1982	.0078946743
01feb1982	
02feb1982	.0010092304
03feb1982	-.00885968
04feb1982	.0023639833
05feb1982	.0047112671
08feb1982	
09feb1982	-.0034374858
10feb1982	.0073055224
11feb1982	-.0023813266
12feb1982	-.0010308609
16feb1982	
17feb1982	-.0044726888
18feb1982	.0016057291
19feb1982	-.0056374031
22feb1982	
23feb1982	.0021178783
24feb1982	.016820081
25feb1982	-.0011497253
26feb1982	-.0017331042
01mar1982	
02mar1982	-.0031072346
03mar1982	-.012992461
04mar1982	-.0093794223
05mar1982	-.00023531026
08mar1982	
09mar1982	.01046718
10mar1982	.0013053626
11mar1982	.0008320444
12mar1982	-.010218879
15mar1982	
16mar1982	-.0033263832
17mar1982	-.003111372
18mar1982	.011766954
19mar1982	.00047178616
22mar1982	
23mar1982	.0086623812
24mar1982	-.0040362915
25mar1982	.0051969299
26mar1982	-.011801689
29mar1982	
30mar1982	.0008129332
31mar1982	-.0020882816
01apr1982	.012644984
02apr1982	.0063763647
05apr1982	
06apr1982	.0047770981
07apr1982	-.0035568182
08apr1982	.0078486279
12apr1982	
13apr1982	-.00033290058
14apr1982	-.0035136698
15apr1982	.0018119556
16apr1982	.0045275535
19apr1982	
20apr1982	-.0065456047
21apr1982	.0033967008
22apr1982	.011435177
23apr1982	.010540625
26apr1982	
27apr1982	-.0093786428
28apr1982	-.0056837434
29apr1982	-.0090718139
30apr1982	.0040394347
03may1982	
04may1982	.0063634454
05may1982	0
06may1982	.010188427
07may1982	.0069268341
10may1982	
11may1982	.0057332111
12may1982	-.00011546925
13may1982	-.0077223545
14may1982	-.0015492621
17may1982	
18may1982	-.0053020068
19may1982	-.0059042382
20may1982	-.004099844
21may1982	.004099844
24may1982	
25may1982	-.0021664302
26may1982	-.0069739334
27may1982	-.0046077706
28may1982	-.0065917466
01jun1982	
02jun1982	.0023409445
03jun1982	-.00046529883
04jun1982	-.014209504
07jun1982	
08jun1982	-.002241293
09jun1982	-.008336477
10jun1982	.0039391057
11jun1982	.013715243
14jun1982	
15jun1982	-.00072353421
16jun1982	-.0054687625
17jun1982	-.0068246452
18jun1982	-.0036200094
21jun1982	
22jun1982	.012216936
23jun1982	.016753566
24jun1982	-.0033999095
25jun1982	-.0090859029
28jun1982	
29jun1982	.00034483394
30jun1982	-.00034483394
01jul1982	-.0107232
02jul1982	-.0078488011
06jul1982	
07jul1982	.0009507917
08jul1982	.0066308044
09jul1982	.011290361
12jul1982	
13jul1982	-.00081255852
14jul1982	.0050708419
15jul1982	-.0012683081
16jul1982	.0016062177
19jul1982	
20jul1982	.0088339048
21jul1982	-.0014889236
22jul1982	-.00022834225
23jul1982	-.00172022
26jul1982	
27jul1982	-.0032398605
28jul1982	-.01338574
29jul1982	.00046797478
30jul1982	-.0044546276
02aug1982	
03aug1982	-.0069697276
04aug1982	-.015977032
05aug1982	-.0095167337
06aug1982	-.014568062
09aug1982	
10aug1982	-.0013464405
11aug1982	-.0026854528
12aug1982	-.00037324944
13aug1982	.014224161
16aug1982	
17aug1982	.047814384
18aug1982	-.002179841
19aug1982	.01095936
20aug1982	.035978694
23aug1982	
24aug1982	-.018425565
25aug1982	.011353738
26aug1982	.0084622782
27aug1982	-.010068336
30aug1982	
31aug1982	.0089268005
01sep1982	-.0069696889
02sep1982	.015905499
03sep1982	.017149204
07sep1982	
08sep1982	.0016064993
09sep1982	-.003522408
10sep1982	-.0062770117
13sep1982	
14sep1982	.0046913344
15sep1982	.0080390321
16sep1982	-.0028629319
17sep1982	-.011774137
20sep1982	
21sep1982	.019978072
22sep1982	-.0077105118
23sep1982	-.0019855252
24sep1982	-.0067740288
27sep1982	
28sep1982	-.0017063168
29sep1982	-.014307866
30sep1982	-.011117904
01oct1982	.012738591
04oct1982	
05oct1982	.0039540776
06oct1982	.04004965
07oct1982	.022731185
08oct1982	.02138528
11oct1982	
12oct1982	-.0090356385
13oct1982	.011392691
14oct1982	-.018200843
15oct1982	-.0037890261
18oct1982	
19oct1982	-.0053319652
20oct1982	.019845184
21oct1982	.002761805
22oct1982	-.0053373873
25oct1982	
26oct1982	.010933551
27oct1982	.00027824039
28oct1982	-.015380745
29oct1982	.00073634624
01nov1982	
02nov1982	.016155954
03nov1982	.041594993
04nov1982	-.014435139
05nov1982	.0014843567
08nov1982	
09nov1982	.021748645
10nov1982	-.014947261
11nov1982	.0097273234
12nov1982	-.014140962
15nov1982	
16nov1982	-.013235429
17nov1982	.019160498
18nov1982	.0044668703
19nov1982	-.010568171
22nov1982	
23nov1982	-.0090508452
24nov1982	.0090508452
26nov1982	
29nov1982	
30nov1982	.035682272
01dec1982	-.0079117315
02dec1982	.0019571942
03dec1982	-.0016953509
06dec1982	
07dec1982	.0012211713
08dec1982	-.0093630301
09dec1982	-.018438637
10dec1982	-.0089900065
13dec1982	
14dec1982	-.01465367
15dec1982	-.016723489
16dec1982	-.0024106388
17dec1982	.021232219
20dec1982	
21dec1982	.025311338
22dec1982	.0046289042
23dec1982	.0096437065
27dec1982	
28dec1982	-.010970283
29dec1982	.00068915822
30dec1982	-.0116092
31dec1982	-.00079273328
03jan1983	
04jan1983	.018368887
05jan1983	-.0011381718
06jan1983	.024606502
07jan1983	.0047973325
10jan1983	
11jan1983	-.007867123
12jan1983	-.00016614719
13jan1983	-.0089546517
14jan1983	.0064043514
17jan1983	
18jan1983	-.0047679734
19jan1983	-.010792963
20jan1983	.0025806865
21jan1983	-.016800439
24jan1983	
25jan1983	.011446882
26jan1983	-.0038846205
27jan1983	.024420271
28jan1983	.0010336174
31jan1983	
01feb1983	-.014900755
02feb1983	.0026855795
03feb1983	.0018991398
04feb1983	.012368482
07feb1983	
08feb1983	-.010886027
09feb1983	-.0073829875
10feb1983	.018866779
11feb1983	-.0011498219
14feb1983	
15feb1983	-.0036526385
16feb1983	-.0052005104
17feb1983	.0013600638
18feb1983	.0035842347
22feb1983	
23feb1983	.015193067
24feb1983	.022419073
25feb1983	-.00077593781
28feb1983	
01mar1983	.016541619
02mar1983	.0038398451
03mar1983	.0026395454
04mar1983	.0025448692
07mar1983	
08mar1983	-.019421142
09mar1983	.01141894
10mar1983	-.010383638
11mar1983	-.0028587859
14mar1983	
15mar1983	.008995329
16mar1983	-.0076054311
17mar1983	.00086877187
18mar1983	.00068914494
21mar1983	
22mar1983	-.0020638797
23mar1983	.015814191
24mar1983	.0043992507
25mar1983	-.0050831991
28mar1983	
29mar1983	-.0018812066
30mar1983	.010639981
31mar1983	-.011665898
04apr1983	
05apr1983	-.0066287727
06apr1983	-.0059723444
07apr1983	.0037290703
08apr1983	.0062969015
11apr1983	
12apr1983	.003051827
13apr1983	.0098352358
14apr1983	.0074163931
15apr1983	.005212707
18apr1983	
19apr1983	-.0073798154
20apr1983	.014311199
21apr1983	-.0026893299
22apr1983	.0067350166
25apr1983	
26apr1983	.018567963
27apr1983	-.00087675598
28apr1983	.0091601638
29apr1983	.0054625617
02may1983	
03may1983	.0030510265
04may1983	.003833682
05may1983	.0058132326
06may1983	.010496318
09may1983	
10may1983	.0011799239
11may1983	-.0081327166
12may1983	-.0043711523
13may1983	.0035755956
16may1983	
17may1983	.0023331908
18may1983	-.0018511059
19may1983	-.010179979
20may1983	-.0011337713
23may1983	
24may1983	.015275532
25may1983	.0081452793
26may1983	-.0045015528
27may1983	-.006025502
31may1983	
01jun1983	.0018566235
02jun1983	.0076481891
03jun1983	.0013199514
06jun1983	
07jun1983	-.016047461
08jun1983	-.0079062711
09jun1983	.0029479912
10jun1983	.0059619946
13jun1983	
14jun1983	.0054824334
15jun1983	.0081313951
16jun1983	.0088672191
17jun1983	-.004906761
20jun1983	
21jun1983	.0066114906
22jun1983	-.0013718584
23jun1983	-.0031356276
24jun1983	-.0000806108
27jun1983	
28jun1983	-.016599381
29jun1983	.0038050828
30jun1983	.0066672349
01jul1983	.0026969793
05jul1983	
06jul1983	.0099787544
07jul1983	-.0083996421
08jul1983	-.0026554186
11jul1983	
12jul1983	-.014100976
13jul1983	-.00058428542
14jul1983	.0054201661
15jul1983	-.010030708
18jul1983	
19jul1983	.0060493774
20jul1983	.025354136
21jul1983	.0012290343
22jul1983	.0014631334
25jul1983	
26jul1983	.0087379394
27jul1983	-.010686534
28jul1983	-.011541636
29jul1983	-.01418323
01aug1983	
02aug1983	-.0052136253
03aug1983	.0082319723
04aug1983	-.012373562
05aug1983	.00016909646
08aug1983	
09aug1983	.0044695255
10aug1983	.006577787
11aug1983	-.0013529497
12aug1983	.0071609588
15aug1983	
16aug1983	-.0025588209
17aug1983	.013425446
18aug1983	-.011721636
19aug1983	.0014496904
22aug1983	
23aug1983	-.0085641909
24aug1983	-.0072692838
25aug1983	.00068379287
26aug1983	.0058977911
29aug1983	
30aug1983	.0016150067
31aug1983	.01668225
01sep1983	-.007717819
02sep1983	.0071337754
06sep1983	
07sep1983	.0043418384
08sep1983	.0016303823
09sep1983	-.005149113
12sep1983	
13sep1983	-.0040600593
14sep1983	.0043854755
15sep1983	-.011806129
16sep1983	.008743206
19sep1983	
20sep1983	.01228304
21sep1983	-.0047341711
22sep1983	.01138042
23sep1983	-.0015359885
26sep1983	
27sep1983	-.010204453
28sep1983	-.0048194025
29sep1983	-.0014745168
30sep1983	-.0056686318
03oct1983	
04oct1983	.004367847
05oct1983	.010865091
06oct1983	.014768111
07oct1983	.0026367912
10oct1983	
11oct1983	-.015303527
12oct1983	-.0043488755
13oct1983	.0013724397
14oct1983	.0016951286
17oct1983	
18oct1983	-.014201327
19oct1983	-.0032512229
20oct1983	.0038186628
21oct1983	-.0021116745
24oct1983	
25oct1983	.0027663992
26oct1983	-.0069223531
27oct1983	-.0013919496
28oct1983	-.015080058
31oct1983	
01nov1983	.0033164569
02nov1983	.0065111127
03nov1983	-.008253512
04nov1983	-.0072298455
07nov1983	
08nov1983	.000082291888
09nov1983	.014366225
10nov1983	.0027143017
11nov1983	.011528328
14nov1983	
15nov1983	-.0048920531
16nov1983	.0026967854
17nov1983	.0026736737
18nov1983	-.0029133908
21nov1983	
22nov1983	.0055097067
23nov1983	-.00015683286
25nov1983	
28nov1983	
29nov1983	.013586386
30nov1983	-.0087156286
01dec1983	-.00072128634
02dec1983	-.0077627678
05dec1983	
06dec1983	-.00096066738
07dec1983	.0035153888
08dec1983	-.0093782721
09dec1983	-.0014512233
12dec1983	
13dec1983	-.0045283069
14dec1983	-.0073845228
15dec1983	-.0079406286
16dec1983	.0043405406
19dec1983	
20dec1983	-.002123411
21dec1983	.010420816
22dec1983	-.0010523204
23dec1983	-.0025158245
27dec1983	
28dec1983	-.00040365962
29dec1983	-.0024173453
30dec1983	-.0012069396
03jan1984	
04jan1984	.012935483
05jan1984	.010339913
06jan1984	.0034256398
09jan1984	
10jan1984	-.0060358043
11jan1984	-.00090776611
12jan1984	.001556825
13jan1984	-.0072252974
16jan1984	
