date	adjclose__IXIC	adjclose__FCHI	adjclose__GDAXI
10jun2013	3473.77001953125	3864.360107421875	8307.6904296875
11jun2013	3436.949951171875	3810.56005859375	8222.4599609375
12jun2013	3400.429931640625	3793.699951171875	8143.27001953125
13jun2013	3445.360107421875	3797.97998046875	8095.39013671875
14jun2013	3423.56005859375	3805.159912109375	8127.9599609375
17jun2013	3452.1298828125	3863.659912109375	8215.73046875
18jun2013	3482.179931640625	3860.550048828125	8229.509765625
19jun2013	3443.199951171875	3839.340087890625	8197.080078125
20jun2013	3364.639892578125	3698.929931640625	7928.47998046875
21jun2013	3357.25	3658.0400390625	7789.240234375
24jun2013	3320.760009765625	3595.6298828125	7692.4501953125
25jun2013	3347.889892578125	3649.820068359375	7811.2998046875
26jun2013	3376.219970703125	3726.0400390625	7940.990234375
27jun2013	3401.860107421875	3762.18994140625	7990.75
28jun2013	3403.25	3738.909912109375	7959.22021484375
01jul2013	3434.489990234375	3767.47998046875	7983.919921875
02jul2013	3433.39990234375	3742.570068359375	7910.77001953125
03jul2013	3443.669921875	3702.010009765625	7829.31982421875
04jul2013		3809.31005859375	7994.31005859375
05jul2013	3479.3798828125	3753.85009765625	7806
08jul2013	3484.830078125	3823.830078125	7968.5400390625
09jul2013	3504.260009765625	3843.56005859375	8057.75
10jul2013	3520.760009765625	3840.530029296875	8066.47998046875
11jul2013	3578.300048828125	3868.97998046875	8158.7998046875
12jul2013	3600.080078125	3855.090087890625	8212.76953125
15jul2013	3607.489990234375	3878.580078125	8234.8095703125
16jul2013	3598.5	3851.030029296875	8201.0498046875
17jul2013	3610	3872.02001953125	8254.7197265625
18jul2013	3611.280029296875	3927.7900390625	8337.08984375
19jul2013	3587.610107421875	3925.320068359375	8331.5703125
22jul2013	3600.389892578125	3939.919921875	8331.0595703125
23jul2013	3579.27001953125	3923.090087890625	8314.23046875
24jul2013	3579.60009765625	3962.75	8379.1103515625
25jul2013	3605.18994140625	3956.02001953125	8298.98046875
26jul2013	3613.159912109375	3968.840087890625	8244.91015625
29jul2013	3599.139892578125	3968.909912109375	8259.0302734375
30jul2013	3616.469970703125	3986.610107421875	8271.01953125
31jul2013	3626.3701171875	3992.68994140625	8275.9697265625
01aug2013	3675.739990234375	4042.72998046875	8410.73046875
02aug2013	3689.590087890625	4045.64990234375	8406.9404296875
05aug2013	3692.949951171875	4049.969970703125	8398.3798828125
06aug2013	3665.77001953125	4032.570068359375	8299.73046875
07aug2013	3654.010009765625	4038.489990234375	8260.48046875
08aug2013	3669.1201171875	4064.320068359375	8318.3203125
09aug2013	3660.110107421875	4076.550048828125	8338.3095703125
12aug2013	3669.949951171875	4071.679931640625	8359.25
13aug2013	3684.43994140625	4092.5	8415.759765625
14aug2013	3669.27001953125	4114.2001953125	8438.1201171875
15aug2013	3606.1201171875	4093.199951171875	8376.2900390625
16aug2013	3602.780029296875	4123.89013671875	8391.9404296875
19aug2013	3589.090087890625	4083.97998046875	8366.2900390625
20aug2013	3613.590087890625	4028.929931640625	8300.0302734375
21aug2013	3599.7900390625	4015.090087890625	8285.41015625
22aug2013	3638.7099609375	4059.1201171875	8397.8896484375
23aug2013	3657.7900390625	4069.469970703125	8416.990234375
26aug2013	3657.570068359375	4067.1298828125	8435.150390625
27aug2013	3578.52001953125	3968.72998046875	8242.5595703125
28aug2013	3593.35009765625	3960.4599609375	8157.89990234375
29aug2013	3620.300048828125	3986.35009765625	8194.5498046875
30aug2013	3589.8701171875	3933.780029296875	8103.14990234375
02sep2013		4006.010009765625	8243.8701171875
03sep2013	3612.610107421875	3974.070068359375	8180.7099609375
04sep2013	3649.0400390625	3980.419921875	8195.919921875
05sep2013	3658.780029296875	4006.800048828125	8234.98046875
06sep2013	3660.010009765625	4049.18994140625	8275.669921875
09sep2013	3706.179931640625	4040.330078125	8276.3203125
10sep2013	3729.02001953125	4116.64013671875	8446.5400390625
11sep2013	3725.010009765625	4119.10986328125	8495.73046875
12sep2013	3715.969970703125	4106.6298828125	8494
13sep2013	3722.179931640625	4114.5	8509.419921875
16sep2013	3717.85009765625	4152.22021484375	8613
17sep2013	3745.699951171875	4145.509765625	8596.9501953125
18sep2013	3783.639892578125	4170.39990234375	8636.0595703125
19sep2013	3789.3798828125	4206.0400390625	8694.1796875
20sep2013	3774.72998046875	4203.66015625	8675.73046875
23sep2013	3765.2900390625	4172.080078125	8635.2900390625
24sep2013	3768.25	4195.60986328125	8664.599609375
25sep2013	3761.10009765625	4195.35009765625	8665.6298828125
26sep2013	3787.429931640625	4186.72021484375	8664.099609375
27sep2013	3781.590087890625	4186.77001953125	8661.509765625
30sep2013	3771.47998046875	4143.43994140625	8594.400390625
01oct2013	3817.97998046875	4196.60009765625	8689.1396484375
02oct2013	3815.02001953125	4158.16015625	8629.419921875
03oct2013	3774.340087890625	4127.97998046875	
04oct2013	3807.75	4164.25	8622.9697265625
07oct2013	3770.3798828125	4165.580078125	8591.580078125
08oct2013	3694.830078125	4133.52978515625	8555.8896484375
09oct2013	3677.780029296875	4127.0498046875	8516.6904296875
10oct2013	3760.75	4218.10986328125	8685.76953125
11oct2013	3791.8701171875	4219.97998046875	8724.830078125
14oct2013	3815.280029296875	4222.9599609375	8723.8095703125
15oct2013	3794.010009765625	4256.02001953125	8804.4404296875
16oct2013	3839.429931640625	4243.72021484375	8846
17oct2013	3863.14990234375	4239.64013671875	8811.98046875
18oct2013	3914.280029296875	4286.02978515625	8865.099609375
21oct2013	3920.050048828125	4276.919921875	8867.2197265625
22oct2013	3929.570068359375	4295.43017578125	8947.4599609375
23oct2013	3907.070068359375	4260.66015625	8919.8603515625
24oct2013	3928.9599609375	4275.68994140625	8980.6298828125
25oct2013	3943.360107421875	4272.31005859375	8985.740234375
28oct2013	3940.1298828125	4251.60986328125	8978.650390625
29oct2013	3952.340087890625	4278.08984375	9022.0400390625
30oct2013	3930.6201171875	4274.10986328125	9010.26953125
31oct2013	3919.7099609375	4299.89013671875	9033.919921875
01nov2013	3922.0400390625	4273.18994140625	9007.830078125
04nov2013	3936.590087890625	4288.58984375	9037.23046875
05nov2013	3939.860107421875	4253.33984375	9009.1103515625
06nov2013	3931.949951171875	4286.93017578125	9040.8701171875
07nov2013	3857.330078125	4280.990234375	9081.0302734375
08nov2013	3919.22998046875	4260.43994140625	9078.2802734375
11nov2013	3919.7900390625	4290.14013671875	9107.8603515625
12nov2013	3919.919921875	4263.77978515625	9076.48046875
13nov2013	3965.580078125	4239.93994140625	9054.830078125
14nov2013	3972.739990234375	4283.91015625	9149.66015625
15nov2013	3985.969970703125	4292.22998046875	9168.6904296875
18nov2013	3949.070068359375	4320.68017578125	9225.4296875
19nov2013	3931.550048828125	4272.2900390625	9193.2900390625
20nov2013	3921.27001953125	4268.3701171875	9202.0703125
21nov2013	3969.159912109375	4253.89990234375	9196.080078125
22nov2013	3991.64990234375	4278.52978515625	9219.0400390625
25nov2013	3994.570068359375	4301.97021484375	9299.9501953125
26nov2013	4017.75	4277.56982421875	9290.0703125
27nov2013	4044.75	4293.06005859375	9351.1298828125
28nov2013		4302.419921875	9387.3701171875
29nov2013	4059.889892578125	4295.2099609375	9405.2998046875
02dec2013	4045.260009765625	4285.81005859375	9401.9599609375
03dec2013	4037.199951171875	4172.43994140625	9223.400390625
04dec2013	4038	4148.52001953125	9140.6298828125
05dec2013	4033.169921875	4099.91015625	9084.9501953125
06dec2013	4062.52001953125	4129.3701171875	9172.41015625
09dec2013	4068.75	4134.10009765625	9195.169921875
10dec2013	4060.489990234375	4091.139892578125	9114.4404296875
11dec2013	4003.81005859375	4086.860107421875	9077.1103515625
12dec2013	3998.39990234375	4069.1201171875	9017
13dec2013	4000.97998046875	4059.7099609375	9006.4599609375
16dec2013	4029.52001953125	4119.8798828125	9163.5595703125
17dec2013	4023.679931640625	4068.639892578125	9085.1201171875
18dec2013	4070.06005859375	4109.509765625	9181.75
19dec2013	4058.139892578125	4154.27001953125	9335.740234375
20dec2013	4104.740234375	4193.77001953125	9400.1796875
23dec2013	4148.89990234375	4215.2900390625	9488.8203125
24dec2013	4155.419921875	4218.41015625	
26dec2013	4167.18017578125		
27dec2013	4156.58984375	4277.64990234375	9589.3896484375
30dec2013	4154.2001953125	4275.7099609375	9552.16015625
31dec2013	4176.58984375	4295.9501953125	
02jan2014	4143.06982421875	4227.27978515625	9400.0400390625
03jan2014	4131.91015625	4247.64990234375	9435.150390625
06jan2014	4113.68017578125	4227.5400390625	9428
07jan2014	4153.18017578125	4262.68017578125	9506.2001953125
08jan2014	4165.60986328125	4260.9599609375	9497.83984375
09jan2014	4156.18994140625	4225.14013671875	9421.6103515625
10jan2014	4174.669921875	4250.60009765625	9473.240234375
13jan2014	4113.2998046875	4263.27001953125	9510.169921875
14jan2014	4183.02001953125	4274.2001953125	9540.509765625
15jan2014	4214.8798828125	4332.06982421875	9733.8095703125
16jan2014	4218.68994140625	4319.27001953125	9717.7099609375
17jan2014	4197.580078125	4327.5	9742.9599609375
20jan2014		4322.85986328125	9715.900390625
21jan2014	4225.759765625	4323.8701171875	9730.1201171875
22jan2014	4243	4324.97998046875	9720.1103515625
23jan2014	4218.8798828125	4280.9599609375	9631.0400390625
24jan2014	4128.169921875	4161.47021484375	9392.01953125
27jan2014	4083.610107421875	4144.56005859375	9349.2197265625
28jan2014	4097.9599609375	4185.2900390625	9406.91015625
29jan2014	4051.429931640625	4156.97998046875	9336.73046875
30jan2014	4123.1298828125	4180.02001953125	9373.48046875
31jan2014	4103.8798828125	4165.72021484375	9306.48046875
03feb2014	3996.9599609375	4107.75	9186.51953125
04feb2014	4031.52001953125	4117.4501953125	9127.91015625
05feb2014	4011.550048828125	4117.7900390625	9116.3203125
06feb2014	4057.1201171875	4188.10009765625	9256.580078125
07feb2014	4125.85986328125	4228.18017578125	9301.919921875
10feb2014	4148.169921875	4237.1298828125	9289.8603515625
11feb2014	4191.0498046875	4283.31982421875	9478.76953125
12feb2014	4201.2900390625	4305.5	9540
13feb2014	4240.669921875	4312.7998046875	9596.76953125
14feb2014	4244.02001953125	4340.14013671875	9662.400390625
17feb2014		4335.169921875	9656.759765625
18feb2014	4272.77978515625	4330.7099609375	9659.7802734375
19feb2014	4237.9501953125	4341.10009765625	9660.0498046875
20feb2014	4267.5498046875	4355.490234375	9618.849609375
21feb2014	4263.41015625	4381.06005859375	9656.9501953125
24feb2014	4292.97021484375	4419.1298828125	9708.9404296875
25feb2014	4287.58984375	4414.5498046875	9699.349609375
26feb2014	4292.06005859375	4396.91015625	9661.73046875
27feb2014	4318.93017578125	4396.39013671875	9588.330078125
28feb2014	4308.1201171875	4408.080078125	9692.080078125
03mar2014	4277.2998046875	4290.8701171875	9358.8896484375
04mar2014	4351.97021484375	4395.89990234375	9589.150390625
05mar2014	4357.97021484375	4391.25	9542.01953125
06mar2014	4352.1298828125	4417.0400390625	9542.8701171875
07mar2014	4336.22021484375	4366.419921875	9350.75
10mar2014	4334.4501953125	4370.83984375	9265.5
11mar2014	4307.18994140625	4349.72021484375	9307.7900390625
12mar2014	4323.330078125	4306.259765625	9188.6904296875
13mar2014	4260.419921875	4250.509765625	9017.7900390625
14mar2014	4245.39990234375	4216.3701171875	9056.41015625
17mar2014	4279.9501953125	4271.9599609375	9180.8896484375
18mar2014	4333.31005859375	4313.259765625	9242.5498046875
19mar2014	4307.60009765625	4308.06005859375	9277.0498046875
20mar2014	4319.2900390625	4327.91015625	9296.1201171875
21mar2014	4276.7900390625	4335.27978515625	9342.9404296875
24mar2014	4226.39013671875	4276.33984375	9188.76953125
25mar2014	4234.27001953125	4344.1201171875	9338.400390625
26mar2014	4173.580078125	4385.14990234375	9448.580078125
27mar2014	4151.22998046875	4379.06005859375	9451.2099609375
28mar2014	4155.759765625	4411.259765625	9587.1904296875
31mar2014	4198.990234375	4391.5	9555.91015625
01apr2014	4268.0400390625	4426.72021484375	9603.7099609375
02apr2014	4276.4599609375	4430.85986328125	9623.3603515625
03apr2014	4237.740234375	4449.330078125	9628.8203125
04apr2014	4127.72998046875	4484.5498046875	9695.76953125
07apr2014	4079.75	4436.080078125	9510.849609375
08apr2014	4112.990234375	4424.830078125	9490.7900390625
09apr2014	4183.89990234375	4442.68017578125	9506.349609375
10apr2014	4054.110107421875	4413.490234375	9454.5400390625
11apr2014	3999.72998046875	4365.85986328125	9315.2900390625
14apr2014	4022.68994140625	4384.56005859375	9339.169921875
15apr2014	4034.159912109375	4345.35009765625	9173.7099609375
16apr2014	4086.22998046875	4405.66015625	9317.8203125
17apr2014	4095.52001953125	4431.81005859375	9409.7099609375
21apr2014	4121.5498046875		
22apr2014	4161.4599609375	4484.2099609375	9600.08984375
23apr2014	4126.97021484375	4451.080078125	9544.1904296875
24apr2014	4148.33984375	4479.5400390625	9548.6796875
25apr2014	4075.56005859375	4443.6298828125	9401.5498046875
28apr2014	4074.39990234375	4460.52978515625	9446.3603515625
29apr2014	4103.5400390625	4497.68017578125	9584.1201171875
30apr2014	4114.56005859375	4487.39013671875	9603.23046875
01may2014	4127.4501953125		
02may2014	4123.89990234375	4458.169921875	9556.01953125
05may2014	4138.06005859375	4462.68994140625	9529.5
06may2014	4080.760009765625	4428.06982421875	9467.5302734375
07may2014	4067.669921875	4446.43994140625	9521.2998046875
08may2014	4051.5	4507.240234375	9607.400390625
09may2014	4071.8701171875	4477.27978515625	9581.4501953125
12may2014	4143.85986328125	4493.64990234375	9702.4599609375
13may2014	4130.169921875	4505.02001953125	9754.4296875
14may2014	4100.6298828125	4501.0400390625	9754.3896484375
15may2014	4069.2900390625	4444.93017578125	9656.0498046875
16may2014	4090.590087890625	4456.27978515625	9629.099609375
19may2014	4125.81005859375	4469.759765625	9659.3896484375
20may2014	4096.89013671875	4452.35009765625	9639.080078125
21may2014	4131.5400390625	4469.02978515625	9697.8701171875
22may2014	4154.33984375	4478.2099609375	9720.91015625
23may2014	4185.81005859375	4493.14990234375	9768.009765625
26may2014		4526.93017578125	9892.8203125
27may2014	4237.06982421875	4529.75	9940.8203125
28may2014	4225.080078125	4531.6298828125	9939.169921875
29may2014	4247.9501953125	4530.509765625	9938.900390625
30may2014	4242.6201171875	4519.56982421875	9943.26953125
02jun2014	4237.2001953125	4515.89013671875	9950.1201171875
03jun2014	4234.080078125	4503.68994140625	9919.740234375
04jun2014	4251.64013671875	4501	9926.669921875
05jun2014	4296.22998046875	4548.72998046875	9947.830078125
06jun2014	4321.39990234375	4581.1201171875	9987.1904296875
09jun2014	4336.240234375	4589.1201171875	10008.6298828125
10jun2014	4338	4595	10028.7998046875
11jun2014	4331.93017578125	4555.10986328125	9949.8095703125
12jun2014	4297.6298828125	4554.39990234375	9938.7001953125
13jun2014	4310.64990234375	4543.27978515625	9912.8701171875
16jun2014	4321.10009765625	4510.0498046875	9883.98046875
17jun2014	4337.22998046875	4536.06982421875	9920.3203125
18jun2014	4362.83984375	4530.3701171875	9930.330078125
19jun2014	4359.330078125	4563.0400390625	10004
20jun2014	4368.0400390625	4541.33984375	9987.240234375
23jun2014	4368.68017578125	4515.56982421875	9920.919921875
24jun2014	4350.35009765625	4518.33984375	9938.080078125
25jun2014	4379.759765625	4460.60009765625	9867.75
26jun2014	4379.0498046875	4439.6298828125	9804.900390625
27jun2014	4397.93017578125	4436.990234375	9815.169921875
30jun2014	4408.18017578125	4422.83984375	9833.0703125
01jul2014	4458.64990234375	4461.1201171875	9902.41015625
02jul2014	4457.72998046875	4444.72021484375	9911.26953125
03jul2014	4485.93017578125	4489.8798828125	10029.4296875
04jul2014		4468.97998046875	10009.080078125
07jul2014	4451.52978515625	4405.759765625	9906.0703125
08jul2014	4391.4599609375	4342.52978515625	9772.669921875
09jul2014	4419.02978515625	4359.83984375	9808.2001953125
10jul2014	4396.2001953125	4301.259765625	9659.1298828125
11jul2014	4415.490234375	4316.5	9666.33984375
14jul2014	4440.419921875	4350.0400390625	9783.009765625
15jul2014	4416.39013671875	4305.31005859375	9719.41015625
16jul2014	4425.97021484375	4369.06005859375	9859.26953125
17jul2014	4363.4501953125	4316.1201171875	9753.8798828125
18jul2014	4432.14990234375	4335.31005859375	9720.01953125
21jul2014	4424.7001953125	4304.740234375	9612.0498046875
22jul2014	4456.02001953125	4369.52001953125	9734.330078125
23jul2014	4473.7001953125	4376.31982421875	9753.5595703125
24jul2014	4472.10986328125	4410.64990234375	9794.0595703125
25jul2014	4449.56005859375	4330.5498046875	9644.009765625
28jul2014	4444.91015625	4344.77001953125	9598.169921875
29jul2014	4442.7001953125	4365.580078125	9653.6298828125
30jul2014	4462.89990234375	4312.2998046875	9593.6796875
31jul2014	4369.77001953125	4246.14013671875	9407.48046875
01aug2014	4352.64013671875	4202.77978515625	9210.080078125
04aug2014	4383.89013671875	4217.22021484375	9154.1396484375
05aug2014	4352.83984375	4232.8798828125	9189.740234375
06aug2014	4355.0498046875	4207.14013671875	9130.0400390625
07aug2014	4334.97021484375	4149.830078125	9038.9697265625
08aug2014	4370.89990234375	4147.81005859375	9009.3203125
11aug2014	4401.330078125	4197.7001953125	9180.740234375
12aug2014	4389.25	4162.16015625	9069.4697265625
13aug2014	4434.1298828125	4194.7900390625	9198.8798828125
14aug2014	4453	4205.43017578125	9225.099609375
15aug2014	4464.93017578125	4174.35986328125	9092.599609375
18aug2014	4508.31005859375	4230.64990234375	9245.330078125
19aug2014	4527.509765625	4254.4501953125	9334.2802734375
20aug2014	4526.47998046875	4240.7900390625	9314.5703125
21aug2014	4532.10009765625	4292.93017578125	9401.5302734375
22aug2014	4538.5498046875	4252.7998046875	9339.169921875
25aug2014	4557.35009765625	4342.10986328125	9510.1396484375
26aug2014	4570.64013671875	4393.41015625	9588.150390625
27aug2014	4569.6201171875	4395.259765625	9569.7099609375
28aug2014	4557.7001953125	4366.0400390625	9462.5595703125
29aug2014	4580.27001953125	4381.0400390625	9470.169921875
01sep2014		4379.72998046875	9479.0302734375
02sep2014	4598.18994140625	4378.330078125	9507.01953125
03sep2014	4572.56005859375	4421.8701171875	9626.490234375
04sep2014	4562.2900390625	4494.93994140625	9724.259765625
05sep2014	4582.89990234375	4486.490234375	9747.01953125
08sep2014	4592.2900390625	4474.93017578125	9758.0302734375
09sep2014	4552.2900390625	4452.3701171875	9710.7001953125
10sep2014	4586.52001953125	4450.7900390625	9700.169921875
11sep2014	4591.81005859375	4440.89990234375	9691.2802734375
12sep2014	4567.60009765625	4441.7001953125	9651.1298828125
15sep2014	4518.89990234375	4428.6298828125	9659.6298828125
16sep2014	4552.759765625	4409.14990234375	9632.9296875
17sep2014	4562.18994140625	4431.41015625	9661.5
18sep2014	4593.43017578125	4464.7001953125	9798.1298828125
19sep2014	4579.7900390625	4461.22021484375	9799.259765625
22sep2014	4527.68994140625	4442.5498046875	9749.5400390625
23sep2014	4508.68994140625	4359.35009765625	9595.0302734375
24sep2014	4555.22021484375	4413.72021484375	9661.9697265625
25sep2014	4466.75	4355.27978515625	9510.009765625
26sep2014	4512.18994140625	4394.75	9490.5498046875
29sep2014	4505.85009765625	4358.06982421875	9422.91015625
30sep2014	4493.39013671875	4416.240234375	9474.2998046875
01oct2014	4422.08984375	4365.27001953125	9382.0302734375
02oct2014	4430.2001953125	4242.669921875	9195.6796875
03oct2014	4475.6201171875	4281.740234375	
06oct2014	4454.7998046875	4286.52001953125	9209.509765625
07oct2014	4385.2001953125	4209.14013671875	9086.2099609375
08oct2014	4468.58984375	4168.1201171875	8995.330078125
09oct2014	4378.33984375	4141.4501953125	9005.01953125
10oct2014	4276.240234375	4073.7099609375	8788.8095703125
13oct2014	4213.66015625	4078.699951171875	8812.4296875
14oct2014	4227.169921875	4088.25	8825.2099609375
15oct2014	4215.31982421875	3939.719970703125	8571.9501953125
16oct2014	4217.39013671875	3918.6201171875	8582.900390625
17oct2014	4258.43994140625	4033.179931640625	8850.26953125
20oct2014	4316.06982421875	3991.239990234375	8717.759765625
21oct2014	4419.47998046875	4081.239990234375	8886.9599609375
22oct2014	4382.85009765625	4105.08984375	8940.1396484375
23oct2014	4452.7900390625	4157.68017578125	9047.3095703125
24oct2014	4483.72021484375	4128.89990234375	8987.7998046875
27oct2014	4485.93017578125	4096.740234375	8902.6103515625
28oct2014	4564.2900390625	4112.669921875	9068.1904296875
29oct2014	4549.22998046875	4110.64013671875	9082.8095703125
30oct2014	4566.14013671875	4141.240234375	9114.83984375
31oct2014	4630.740234375	4233.08984375	9326.8701171875
03nov2014	4638.91015625	4194.02978515625	9251.7001953125
04nov2014	4623.64013671875	4130.18994140625	9166.4697265625
05nov2014	4620.72021484375	4208.419921875	9315.48046875
06nov2014	4638.47021484375	4227.68017578125	9377.41015625
07nov2014	4632.52978515625	4189.89013671875	9291.830078125
10nov2014	4651.6201171875	4222.81982421875	9351.8701171875
11nov2014	4660.56005859375	4244.10009765625	9369.0302734375
12nov2014	4675.14013671875	4179.8798828125	9210.9599609375
13nov2014	4680.14013671875	4187.9501953125	9248.509765625
14nov2014	4688.5400390625	4202.4599609375	9252.9404296875
17nov2014	4671	4226.10009765625	9306.349609375
18nov2014	4702.43994140625	4262.3798828125	9456.5302734375
19nov2014	4675.7099609375	4266.18994140625	9472.7998046875
20nov2014	4701.8701171875	4234.2099609375	9483.9697265625
21nov2014	4712.97021484375	4347.22998046875	9732.5498046875
24nov2014	4754.89013671875	4368.43994140625	9785.5400390625
25nov2014	4758.25	4382.31005859375	9861.2099609375
